,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.8002153808660575,4.586932250507188,4.699879339247433,4.43523817713912,5.047725952262989,4.9521713330546175,3.8720348855092026,4.796918156988207,4.6292199001611065,4.960242801739305,4.0987502116916605,3.7906007573819434,4.993445174492121,4.449091717861465,3.5470455106468974,4.264288648543606,3.049452297003448,3.4478878130884003,4.4307078545042105,4.368470703169752,5.041114157491167,4.747996265128477,3.569081937297616,4.92137081742026,3.9070392174780766,4.251472773520881,4.212863278803592,4.265461516907883,3.0226398596049733,3.8266396840880095,3.530428089464107,4.993012943956378,4.984696854072158,4.995170124316839
50,4.388654891926327,4.748917244662694,5.247139311646524,4.019477779384187,5.079921743967144,4.455238047597209,3.1007452019539907,4.651671185332154,4.982471846682292,4.985576693633759,3.9498662642851246,4.076615348116469,4.979422072180308,4.421918402260425,4.286586491064012,3.747232565721354,2.7087039934097783,4.031811465375419,4.3252557596565815,3.7908816994634793,5.30392194575428,3.040056078304811,3.0915061824832977,4.39411557720992,4.976351962073255,4.909729201401967,4.975008290050463,4.698762845815549,3.4399200004646064,4.137927130779998,2.080232170934618,2.6494246714127136,3.6353781925721886,4.3459530944725
51,4.327551216891136,3.871234825779746,4.207439769100928,3.5274842231604113,4.304911224875906,4.267983342983303,2.6512689776810188,4.182432505144089,4.020421318153241,3.9645950970437216,3.4210410210266358,3.721613920100482,4.965941000358981,4.007086726244138,3.3168058942665373,4.130265797817863,2.2373622085509797,3.306017669354902,4.125419104357072,3.3689728671626042,4.12144230565192,3.991956215663478,3.4542234683242037,3.929855781516727,3.979303245698991,3.983559019409058,3.031914734652941,3.9876253171375238,3.639173969929855,3.4237345327110247,3.1343903820593426,3.3759316806801856,3.685984110727254,4.708578541863409
52,3.9432979642902786,4.1288940472900535,3.909149614515842,2.854643652628315,4.8181347081661245,3.9183118721416412,3.4212005634922407,3.82125460952526,3.996990355515997,4.949219668546809,2.830856001568616,3.5892171202395047,3.014895741507219,3.3675861565003578,4.097033136375392,2.951858308436868,2.432366773456449,3.356297514707362,2.6104899170189255,4.53891127056028,5.0308317830979785,3.941160696842572,2.534490095816518,4.45722618612995,3.629982640999904,3.462993063602579,4.965483086155214,3.0357158997016374,2.805383375671454,4.99361415947816,2.6287750024163397,3.998891642837501,4.987276135031491,2.1814639084416023
53,4.773440266396732,4.975880773093119,5.031683073151255,4.278764709898346,5.0057438125576175,4.657043675153457,3.68357216425255,4.831993252596687,4.937420805986153,4.98966500929947,4.389524080489202,4.132474462464283,4.9990436018274265,4.366047583879823,3.7772167395226495,4.638525066742529,2.8107913259793484,3.4471732425498005,4.306121660104942,3.8770574011834382,4.998992146203856,4.1359442220765645,3.9886168083636866,4.812555984045868,4.4237996126945935,4.955697178416983,4.49105327978741,4.988973862432115,3.6307649350897706,4.025991909701781,2.0065901543568825,3.7181351713128903,3.78192974352676,4.996162698751849
54,5.126946904342865,4.8111370238017575,4.970864535113249,3.743735095372995,5.027251967507763,4.875783413281627,3.4197229548815606,4.772210148680677,4.981853493977857,5.0048450040354595,4.227744503472702,4.949819805712357,5.207384990557753,5.303323347204628,4.00344721384299,4.997499753149655,2.9772738348404744,4.206923615127436,4.3209191853727384,4.3243664756588425,4.779466060712929,4.993224323965056,3.9936265715557413,5.033233569763513,4.8073963483445326,4.831444441492563,4.441779200923756,4.979614860622243,4.573157619775234,4.148002931027714,3.4236760478205,3.7033503710935,4.671504571459441,4.676965956036139
55,3.2640344510973134,3.480392317360102,2.9557063811511792,2.073363181610864,3.7667189140771304,3.4633305826515484,2.7826415557688997,2.9865673401286905,3.065267104012022,3.9864746419402364,2.6395564047690976,3.3436334784094086,3.128932447625669,3.726095766355257,2.998492866571285,2.8401990298341317,1.4454543415042655,3.1652806910614335,2.0298872434326722,4.980031684001351,4.984689756867463,3.986884974262371,2.508248389089487,3.709246047727533,2.8993424663561562,2.84270302592741,3.589322841654804,2.5233298530727786,2.481392985986493,3.998304862257248,3.9844962932753334,4.082257768622476,3.329216084596486,2.720907664299937
56,4.780273396779408,4.750482620613476,4.604293195862787,3.4281915513561283,5.081776471324305,4.822546301112181,3.316960143839712,4.5356644001779225,4.930143401594705,5.1118116902387545,3.660795573080378,4.948792169777205,4.875739764361497,4.990450340981718,4.681052858449242,4.029011901382169,2.8458304764923383,4.9855842723254975,3.831710181255714,4.881529847900768,5.0031180165964555,4.786107612808831,3.120508742389473,4.979372278932919,4.900212888149043,4.518128327772314,4.99297693994086,4.414834462346102,4.299576346724756,4.65326218124398,3.667578879767727,3.4954390306446106,4.5993885619111445,3.7134281630196613
57,2.5894348111931977,3.749437902229135,2.7077630837856574,1.9863945272848702,3.4118411242327524,3.0785407984620186,2.562588367853223,2.7951864833711935,2.950705502656035,3.6564955641694454,2.274096834797599,2.6725853733785763,3.2418762082719343,2.0139743525418994,3.6465787716042017,2.044304854625037,1.0468619843232694,2.518528040843122,2.3246225845460744,4.986980347325366,4.962060269691706,2.547723957407802,2.9978654120193635,3.077088106635805,2.656026971099048,3.015971613109635,3.5375143888627436,2.252289430908828,2.078328725133231,4.972620328124889,2.4796492526599705,3.622747306626885,1.0243025383872024,3.06465173198913
58,3.8484027047168765,4.099066118935479,4.01012830695495,3.0283938846556033,3.790407146186898,4.22945884712937,2.6932775736703087,3.9509206505690693,3.851126623169257,3.9395929913236576,3.6127906792926314,3.8748501294988147,4.827465504994537,4.967635263704826,3.1312199053655947,4.058152414693842,2.992077808817507,3.387485972396372,4.197939680133837,4.984257314360963,5.0415259572740725,4.184228470285171,4.177273905054505,3.8894827284854374,3.6890584573786684,3.803265266444362,3.712198034294255,3.79975396667472,3.989322245958402,3.322369138691,4.313807244208898,4.988230683005154,3.0189458053128964,4.99212688348981
59,4.624642562529477,4.585941705806082,4.1983401882904285,3.037830613167458,4.77473912068003,4.707905651064148,2.8333373486280173,4.4115190920181035,4.2653788230790095,4.640857717555181,3.706187469866918,4.455425148926796,4.941033789749953,4.989796749366141,3.832103260176329,4.9740196962418946,2.891516633692848,3.896373467772235,4.420655291207894,4.020558018858046,4.999209423593399,4.94864537495008,4.134777953688921,4.425452619732638,4.51809121436097,4.2877721749864515,3.891483812008171,3.9056298795613116,4.461704227657942,4.971215003949956,4.983054148541243,4.989402120538008,4.936334746727317,5.0004429713802825
60,3.740795018259627,3.2396803008254587,3.813516449828536,2.9279088829740583,4.09693960898004,3.7411413485623646,2.863078735693983,3.407071274444939,3.4585031080283533,3.971572579550941,3.415790923822796,3.2929893128143886,3.863170873401054,4.983319501100485,1.906249581672925,3.832884191975758,2.271316394000816,2.795545925307118,3.725007506371424,3.480191073843157,4.548299898533315,3.7360725674143014,2.5748931943432063,3.837526791766231,3.337944785572805,3.2372716435326083,2.8719239208621663,3.3482875256648934,2.0282735817780564,2.690423485784176,4.978652373499916,4.002132329709537,4.972263426373532,4.981038705856506
61,2.8564355325361075,2.4742259855669966,3.0413786370185507,1.8288934914680697,2.8095390572832413,2.6258911998688808,1.2663863887195284,2.489244557319183,2.522335675358098,2.7535441266795972,2.8225495139626595,2.960159353971704,3.063948383562047,4.963051587355464,1.1916894452433644,3.0541670399406944,1.2994164206429166,2.9381355378474554,2.417416832348145,2.4022949045567503,3.9810953175693475,2.56732670360818,1.5165648351786771,2.530322481949548,3.382688400283452,2.7516285232665916,2.407459349343968,2.8086843380594075,2.164643601696717,1.0148081299821436,3.9812390028702556,2.0167757967773023,2.9870898514046202,3.002899824926111
62,4.435907460740157,3.867077652046052,4.331864210277528,2.8775123337308472,4.372833975178385,4.554484200483685,2.4400027761481464,4.2450832864346095,4.017026351821614,4.251919397102094,3.0810791147691794,4.309050348998192,4.7585258904505086,4.989667332464894,3.812943052559839,4.19522196080016,3.579606572423735,3.7304255353496365,4.489162569073674,4.989471911556389,4.626995195590413,4.792077990206266,4.161261015722958,4.073983078484217,4.077926722921242,3.6018305900852767,3.8023606122695384,3.5819626860090197,4.979125534009501,4.1772478640402575,4.987888569412216,4.995516736046352,4.990460252157675,4.193428661024514
63,4.354711710840272,4.240865377463616,4.3820850981055885,3.66672474812844,4.182903243051874,4.098027806668355,3.5346815211294906,4.389727787035455,4.07346617849542,4.08222238161295,4.228484597323238,3.710027871309499,4.516454246648502,4.965208761801247,2.569183573225995,4.97155585804486,2.5588450919874344,2.7013908758346847,3.697282036565141,2.9710302615584503,5.129569001968414,4.465601712036255,4.024000852790608,4.655282018736999,4.0075117306694645,4.198286009043644,3.953363264875869,4.370016304954159,3.6856700052916023,2.0023500482347463,2.0231241942352813,4.978949046394521,4.0058142710500535,4.999850707063785
64,4.590991969075137,3.532770329193226,3.922398998051901,3.477762789510131,3.908764970281342,3.865673739795714,3.2161998418202145,4.14932573037643,3.6096886236296593,3.589856536390642,3.810845448178952,3.5645528368539807,4.009071105677484,4.771716037942704,1.9677132024643333,4.96157437839765,2.24341886555411,2.501363558472707,3.20822406055924,2.0121682607138385,3.998368855063139,4.9651951293779,3.349090966632106,4.529587691150791,3.705104493838102,3.581695341452482,3.1137636147582866,3.9781336743482654,3.5763071703351246,1.0279705501771434,2.006920414545765,4.45915455779792,4.9876449045003435,4.002100172808068
65,2.3830338302226477,2.2604952424674085,2.636555717141384,2.5387623262160486,2.546657317580367,2.640247365769465,1.710336836437291,2.8382408990884564,2.3206602854548026,2.3127657517567792,2.117242169248977,1.7693979083502807,2.5551493927206184,2.9057488829198417,1.527644455804724,2.539105996627146,2.9684029163453856,1.841831971735907,2.85763193716826,2.010602130563415,2.9833266474454834,2.6280876140049334,2.3696342128881485,2.363878553517903,2.1600295826640226,2.0806838690046634,2.3258807022844215,2.291001030588428,2.552832218591704,1.012644182371603,1.8235329822173436,3.9844164024325406,2.99785989335806,3.1553738026202356
66,2.98681779499573,3.156504397645742,3.552086974920977,3.132300205648631,3.298959487417039,3.681041012046772,2.445460363767248,3.3424216191849814,3.4542712910107554,3.552039466751461,2.6137923447377296,2.748162337489874,3.5747644309755495,3.1004531673893934,2.816854784815039,2.547115773409767,3.9701453679478735,2.491737200958999,4.001965625127319,4.969901895918909,3.006510923270574,3.183939338358212,3.46480595985076,2.9871803609003136,2.0549788512581677,2.7983798639199677,3.019439160950645,3.2060374970270993,3.0084842055753676,3.5630079284345864,3.2938837552481397,3.9287255562982537,2.9574414468548906,3.9863905656022522
67,3.5390141971561193,2.892307552968871,3.1253332692315197,2.4277161549659034,3.8804951977485427,3.0976889864706196,3.230191212238689,3.262108733612586,2.7575459901114057,3.373624665407873,2.719531394617392,2.611189438152732,3.13519653034524,3.6289692662210076,2.022893615066719,3.7239358370660254,1.0193828393015276,1.7254438200121869,2.5117442020326455,2.0161402180173886,4.985489006299195,3.7841420199582063,2.566473444316135,4.092354215826511,3.2344193899912637,2.672262739599225,2.8975042546971217,2.372491653965375,2.0097946024809787,1.9260966844857894,2.523328132994629,4.975460026185503,4.965319908090711,3.9912132666916107
68,2.2910851948935385,2.5018369663680997,1.977611125988022,0.823383112763096,2.374311635272801,2.3496349496263322,2.0197413310157195,1.8410833295781406,2.0428345856401426,2.8562659242454327,1.1693064579942154,2.2655826073624996,2.1062886119478303,1.0105693336294448,3.172197198581529,1.3136936546778972,1.0123172710718846,1.0178169568492252,1.8427255236991045,4.971930645234797,2.790791599537083,2.4550561652272425,2.944791405529917,2.463771938999443,1.2874851766505395,1.651732807773569,2.6295984939979773,1.0653258716182477,1.9046434196630013,4.963365215672472,2.6777520765654472,2.9928650648536594,1.9004717946716476,1.0123184616749124
69,3.7119331450939557,3.869561361285316,3.8256668371159854,3.4720204532157632,4.0221600019645605,4.460712679091016,1.5569792447119952,4.127740992481644,4.109160153962214,4.175493201295906,2.5117420248024125,3.6906331721092207,3.72204073901931,3.732896929759478,4.235386021617613,2.5096119644587347,4.961529847577676,4.965118199231061,3.9919437710825654,4.98279096394094,2.999774568495287,3.9993298961277106,2.5841205352966,3.0482141970039103,3.498987239642584,3.3421751585616852,4.258342306462084,3.4990510428900183,4.655334633285631,4.403720680171699,3.798509139907292,3.303039436003414,3.91734443392052,2.0249155979336364
70,4.059542837861933,4.49362401031949,3.847932849572214,3.337880625620017,4.196660590318121,4.535242921096698,2.299675093782096,4.256363125778061,4.211577215588819,4.052058249470823,3.2212374885505826,3.8456718264733496,5.196585169438825,3.6130507508691743,4.292581040417813,3.800111461034278,3.015615597983363,3.978509833203716,4.955284981350057,4.0134410427189815,4.004482769952045,3.8005011674003426,3.8838041528880836,3.6539110670258848,4.195832854965423,4.186866787387061,3.5353736424071096,3.733615749660118,4.046717210688664,4.973628788922755,3.998287915811338,3.990099624116396,3.013350676157657,4.995133519566011
71,4.260884941857304,4.048023226865155,4.170339083241008,3.1064469734993887,4.446408140018992,3.9425496244113356,2.3592906180831625,4.138739679838256,4.044839695673663,4.0158498997114584,3.3466037250998375,3.952232081225443,4.4581767971585045,4.527437443981115,3.505653516296188,4.028316710936373,2.00061047973941,3.998878987487086,3.7161495107361837,2.634339110045167,4.845466257497397,3.609394215797988,2.750385064686592,3.991718427291809,4.943892383159718,4.1850428421449335,3.836844612934084,3.9041457692419965,3.768204053403611,3.003480594644142,2.7128767436846117,3.0000493000680395,3.8792042679298433,3.9951150307671757
72,2.472145980805301,2.9356003004609557,2.8951964343533056,2.3826268457100017,3.287000643121417,3.293309905655673,1.7108141554108347,2.9507282687312295,3.2057459151726695,3.471745926837556,1.6897455284572505,2.67736338096529,2.580032443270314,1.9721207250304593,3.5288967782814216,2.05971656251627,3.9558104695634295,3.000655231223999,3.0186711111574014,3.9995100268050265,2.0041048398723866,2.885460601064951,2.663333256607733,2.3927543183787066,2.0280829090761863,2.508194233946122,3.0834561008482915,2.6187942174261933,3.534640708478025,4.9631593054627245,2.556335122788812,2.743244706473715,3.1139155452357303,2.27305115574389
73,1.3394849083517115,1.839062151946086,1.2180012020031106,1.129549505043383,1.5196580612852046,1.7208679820145159,0.8810791648518996,1.5137534538292712,1.226438034054169,1.5323337880396126,1.5628691044812006,1.2654021819956587,1.940019921930529,2.334234569941473,0.9194740483497973,1.594830975608172,0.9871221982727064,1.6088727689710827,1.7613757699246309,2.0142387953232124,2.9761862235142154,1.639326765352775,1.4312033744126984,1.3620082065428019,1.6174587169192667,1.4620936990202595,1.4325584846657269,1.08401136150876,1.0087706338559923,1.299992771666868,2.9768264443334984,2.989578051976907,1.0167604515853628,2.540611035311985
74,3.386272733957677,3.523321710411552,2.888227830389868,2.207419898955872,3.275900041592701,3.403141792232638,3.00320071079457,3.054500363211406,2.854402307010475,3.4544554460605914,2.7073266790945865,2.8916375483078225,3.7714817618764513,3.1267543581867234,2.927201455996768,2.7746443575140365,1.031868982981347,1.9933709324352835,2.9826916274708437,4.971636257336176,4.994671661259935,3.6138956730112612,3.4320663501151447,3.7527767234554625,2.7056433245819456,2.7627804899544115,3.2313238677085137,2.2159364732186315,2.0087203544709658,3.4535954154830053,3.647924224927819,4.978731340852781,2.5495569811426995,3.57297107149041
75,4.199603257245193,3.7301644681446873,4.038293385880548,2.8550810404969384,3.857318424097124,4.446588938700246,1.9192325589313712,4.127785705528522,3.7653257826311215,3.785815891608025,2.779386636398134,3.9092236678885235,4.76068912465208,4.351760958682643,3.8193443673230107,3.7508108848588124,3.994822335749707,3.423866930325804,4.979614212191146,4.993156311728242,3.885297965012421,4.375250624460783,4.376184919682246,3.4975004582690383,3.70460113004132,3.344079516205862,3.4484684576887017,3.2564923043013154,4.980514358871756,4.182016752904008,4.984547762436515,4.993062223389895,4.3087836135381075,4.006584227409064
76,3.1764993758114533,2.828110751414773,3.7828986964407023,3.3667040976325957,3.4880391740573056,3.5988449008713452,2.2561663841967166,3.6077307347389116,3.4121247379321176,3.211632143133361,2.85411307939741,2.71175735827425,3.787572454679745,3.9380816427782492,2.0963921958143312,3.465745037244317,3.9704974520529843,2.5637994364817924,4.246470670589688,2.903261945138671,3.1129968716243988,3.2628878882926258,3.1856067168476376,3.0566726371339077,2.7699869453702037,2.9664422697893533,2.542772387961088,3.5421302179013723,3.3584943147685293,2.012147489791681,2.995206429018803,3.999887247159817,3.988671745870442,4.976683010914416
77,3.7114646804245015,3.177437658592587,4.036974128719789,2.8174544731088207,3.214162350469349,3.643586524866418,2.6453267351028487,3.4915417102869095,3.2201302917676093,3.3090365666659713,3.002924751230543,2.8585119188355748,4.419045006634831,3.6578114213099173,2.4342563586490344,3.3755375277678747,2.998607180625862,1.0302267642331917,4.966282941393285,4.978293129526169,3.99102008791954,3.1755794207210584,4.79818193870522,3.3800052443163606,2.4948296060461974,2.9297397875904605,2.6567381092652473,3.0210212597961466,2.9389258299287198,3.006211844929105,3.9905120927198876,5.000502114161782,3.2940661315481914,4.99010584201774
78,2.7088947282597275,2.5367395245576088,2.82461235170134,1.7531699404274068,3.0130348126863433,2.442662051235775,1.9058062465999115,2.736676305112149,2.467628571791737,2.632606073366714,1.9764061916606377,2.508248734181531,2.833207454489748,2.7158883600580754,2.4799976757983746,2.811703393712439,1.009332633227817,2.004157443771754,1.9671247325423307,2.0059942411495055,3.969428985729884,2.5445707618495192,2.4422561477815243,2.858777930705709,3.107377213619743,2.5697444973395682,2.689036045700735,2.3191849612347584,2.970616670963684,2.055746662763194,1.0097014305896617,2.880312494679914,2.537954191733874,2.614652353980593
79,3.9394816140529607,3.9531100474635505,4.49913194317428,3.877553993405659,4.080850423059381,4.269721672074297,2.707343636794834,4.133456951792486,4.142637249482103,4.218051623571688,3.4125403695768592,3.209278799319073,4.420514915969723,3.8409151332324285,3.1910753822853186,3.1412078671124726,3.9758795277287375,2.8398519965963493,4.965073130167585,4.982766980626998,3.98723663144011,3.2614359922926415,3.7502087623075013,3.5752108842276877,3.1618080215629014,3.696764922091927,3.6842808772741265,3.887856057353969,3.019739132249874,3.7126078976026986,3.5988967347743563,4.007876157962431,3.5388370940200877,4.548266893611305
80,3.670693135855066,2.5381788885786536,4.098691715287786,3.315157599225303,3.223757787576279,3.5221391195540774,2.11521863017626,4.07867256481153,3.2755421100471582,2.7113844200795088,2.263709071421392,2.4467313024212816,3.6868240395999394,2.766488103698959,2.667946003316698,3.8238943075348693,4.967432296909117,1.0269685828783433,4.973862662144597,2.0209563247107756,2.003208575376798,3.456432058867896,4.701344131836519,3.0939063552448083,2.594885111354961,2.6182723873665785,2.595653941474688,3.188753168431625,4.973350653894984,1.9160810423632624,1.0184056744086913,4.979504303956862,4.983625074867862,4.000710588766629
81,4.162604321847522,3.1941022486356223,4.368600795489325,2.5193733676660073,4.426090663804781,3.9624173244163057,1.90390642717988,3.8035028561611925,4.032877008568981,4.135647524944275,2.3365340541348494,4.329360834004417,3.9817848024220956,4.0986172450966185,4.108021276184249,3.4411097923541702,3.0091446261444967,3.990145165605408,3.487131058098575,3.9783428039984723,3.326208846221695,3.899690240902041,2.878652369263404,3.6163347494399076,4.144949794436977,3.444973627590735,3.5571996778033212,3.6518080648347038,4.965735094258763,4.30820377456297,3.2820922774052304,2.0272572483679596,4.972422978952512,2.5376682138206106
82,3.9525953756573124,4.14335576166008,3.7705925128072284,3.310328764747133,4.417815206265874,3.989838230357397,2.8022941664544927,4.026566947393545,3.913428282007587,4.178096337660025,3.4495891525149514,3.6328779964153903,4.070400286724423,4.234720930683636,3.248912095369045,3.8695677507353583,1.9999710220694804,3.9843568820481368,3.0327980815805753,3.010232031991441,4.979556824990964,3.9856636228788105,2.516642792165988,4.076768967728336,4.255945269473629,3.9848409403845597,3.889046483938436,3.7619619393736876,3.2022399085433033,3.1579111705658756,2.6401778923480603,3.6174805432821704,3.6488922899665153,3.8971597681039576
83,3.8654803877916293,4.246027994234441,3.551539986244829,3.322041676234217,4.425765435379454,4.601072229402291,2.4549996984058264,4.1995840011522,3.992382159812614,4.179258841716055,3.3086196784248005,3.930877127242654,4.727751488975944,4.8929040011466665,3.616425429152143,3.97737899196549,3.1455461752322256,4.962367476312265,4.003193957267134,4.007191788011088,4.999957797819413,4.6739745386995155,2.9204709621430114,3.9128140263109774,4.300958205260632,3.8474298539806364,3.734251951952129,3.60491091229115,4.0011187153839645,3.841351668064761,4.984771839337421,4.981992270113204,4.000513777602064,4.988292408388787
84,3.349341637308356,2.7708466600464488,3.0317890144598794,2.0475446305520255,3.111540890512166,3.810612910269444,0.8629868292279087,3.2432881824011672,3.1673387773094737,3.011225910504825,1.8240883556860084,3.691704028841993,3.876245639106378,3.7802704675835557,3.5168601956266925,2.9860161984316385,3.8136705339737387,3.980807684706671,3.9974066162687447,3.9895408154715684,2.026152983273197,3.9768486224138915,3.0167323550593546,2.504931867616442,3.1722214661140415,2.588735457772398,2.522108430996123,2.7045903706479533,4.973338198031774,3.9623666687909957,4.97869704682712,3.1188990755485926,3.9911942726735,2.7346368460820085
85,3.451852734444904,3.257408113317138,3.4272880527311167,2.756045361655206,3.1551861303703492,3.6514839032436748,2.5521050717667237,3.418827587000801,3.121287430634916,3.307232519858435,2.674096897891916,2.8555069370884603,3.9071359234141756,3.359282023563544,2.8153054743176233,2.882410398091891,2.9563428938564646,2.0017465911420875,3.9824912373097994,4.971018412048549,3.9086158552407158,3.6005746557507083,3.9387641874431414,3.3687017030165816,2.472915527668364,2.709459270154071,3.0922561349610507,2.7154117547891135,3.0688747071592215,3.0102252292211396,3.5520628586728216,4.985609452346249,3.0775158783653125,3.769957076506191
86,3.741816001507594,4.083372972120823,4.365449524987076,4.122150262356657,4.4780204862005455,4.205094874480605,2.9621089770179805,4.419989547903249,4.543656016157296,4.1207670729277215,3.3487719703462724,3.529959519902958,4.618219542364877,3.4960102268481985,3.8219156935211447,3.700492451372876,3.304527116452885,3.968523825188198,3.9842028542886894,2.9922271269796847,3.9031117045549495,3.4555545560281073,3.141504143499481,3.940106263302951,4.029371919900386,4.285840850125394,3.7920126065827806,4.596206693425483,3.988739060163985,3.2674269085382885,1.0310631945568995,3.0018469516694037,3.0014470732479657,4.977664552927228
87,2.9579819999412,3.2414578406562904,3.496045988113402,2.826169292130071,3.9594816038054437,3.131294873197861,3.8064696559307314,3.1911990181031915,3.3393976230413975,3.9168639161799637,2.7807592160773105,2.6829084430606582,3.0561840212743605,2.8532336136886713,2.721070539925396,2.898382301524167,1.502646092054689,1.978085286043266,2.0291079616613117,3.9691223464782732,4.984055723139864,3.2290452976465005,2.855387760617296,4.073070099547691,2.5159310942444297,3.0057594497605304,3.5409041574998867,3.1225934472175894,2.04040456651728,2.999312768313184,1.0237857780823958,3.9954871306990216,2.987402317669386,3.97474565342093
88,3.7063110231147767,3.5128518212202815,3.431499726161078,2.282089396362537,3.805942090963852,3.8763479830189795,1.9803174203185891,3.610704349388537,3.201834479230405,3.56830035220583,2.7668748575647077,3.5999391705973047,4.235781985708935,4.619171398772466,3.0934964959385187,3.794384180505979,2.478568018875854,3.4199752266684564,3.769791789610903,4.009695145481449,4.979051709158198,4.107735196783698,3.450189515844399,3.461521697615073,3.8824398689860735,3.17482001725252,3.2156673445774704,2.7863920705157827,3.983462239590748,3.4683301748486004,4.974544520841533,4.991859502901099,4.000932578942291,4.160106121644783
89,3.9788585745574574,3.4155919589823553,3.523423605676554,2.338736510240947,4.045211040417764,3.7294354670661978,2.7770827689372726,3.5061257587186576,3.1640629720891464,4.103471656815745,2.4849534477257342,3.322773509823217,3.168588378249163,3.763634299283515,3.293713092103351,2.9073262405209195,2.252806624441414,2.645499969535524,2.842478387965313,4.981738761625231,4.98049811797289,4.261118828231521,2.9788470730720165,3.996928867236634,3.1750153898986704,2.6591546601690856,4.0186502156425545,2.27560768523492,3.0063437850361385,3.7771704886070214,3.9933088552959912,4.986611191109234,4.974856152502185,2.0245991227913933
90,3.142968722719325,2.4269062577104576,3.1710567688001885,2.08735288964873,3.2718086540856075,2.841805306251475,1.8163531128598953,3.14913012001037,2.798732442856867,2.8297962448005882,1.7613291703904264,2.7735252802650012,2.7879392132683902,2.7078039554784636,2.9163889716398415,2.953648805718386,2.324542110068889,2.2687784632798396,2.457146005899241,2.0048918338749124,2.9885342564886206,3.1559174969138466,2.62473435572724,2.999153786911691,3.099485921782901,2.4602253283027284,2.884850074961055,2.5007832653494737,3.967962708737669,2.3420847203510786,1.0146662455610862,2.9953227182925706,3.982119730532583,2.0076196229467325
91,3.586832282042191,2.894237419439978,3.1369409332822102,1.9897272420300909,3.643899997399314,3.4689490481055154,2.095600950377344,3.1598595440510837,2.953000917977235,3.5868713269473274,1.9821013041153812,3.195718919498485,2.9874057534919882,3.272571775605509,3.2066229436842506,2.8376778475379374,2.5679108526456513,2.639479619353344,2.9929558009606105,3.995462544713055,3.4594793651583924,3.923193280311902,2.769157913023311,3.345399748266194,2.9031468141926857,2.388513643210622,3.205829778579952,2.1448241695211143,3.357753568021112,3.987489185033889,3.988236829702713,3.990477702289656,4.971764020429216,2.014890188204076
92,2.417331946203821,3.314429684277603,2.9681167406260123,2.776565012900261,3.142282484313566,2.7965041384095644,3.0368857303403662,2.975599959641777,2.8925704508950743,3.0366580270604584,2.9629504472673287,2.113490489945466,3.4849086880849613,2.7311913541547153,2.1253290990656386,2.870105232452404,1.1309077331252204,1.795930689251123,2.561328864238912,2.994466002111842,4.969627220791531,2.32396765558141,2.9793365628532733,3.2486560129071016,2.6147665955530397,3.144394809398374,2.8647784384451316,2.984123741966545,1.6342163662483329,2.0717436887459586,1.0160364361174996,3.991180421155043,1.0213364676636376,4.974203167080356
93,3.028295632448104,2.9376777746259584,3.274489156345907,2.582906788198851,3.9627646163500145,3.114350811793704,2.5122984849976002,3.1557855994908697,3.184100250963634,3.5205777448212223,2.51017838836873,2.7658037229392654,3.148805968128092,3.2584123250428263,2.549196538309373,3.2104451256424404,1.7510185841828696,2.77393122257791,2.6665571338362666,2.0155146057683124,3.984895246996337,2.9292576255564615,2.012844098152175,3.3455401343132136,3.3129146734227772,3.0473511355670273,2.818088663355589,2.9532169171775084,2.3866581055993903,2.982953704184351,2.2904672092569562,2.9312460946798446,3.981159010803169,3.9810796380988966
94,2.3268756595004545,2.4442982634803188,1.98424612783322,1.636353157543112,2.013083842586977,2.8469373608709967,1.4941281270268232,2.328947204564993,1.9073634052690913,2.1271266965102384,2.1498054785343883,2.2122981905844648,3.351394600338438,3.516734555473982,1.5709308514419886,2.5430109342618232,2.0712936430183295,1.9632110770727353,3.2737784084235875,3.989718672681973,3.58756026458557,3.121257599310412,3.088836644875059,2.249991868559939,1.9406258048436338,1.8681997495508367,1.7884784846309152,1.6614202259158073,2.296168856782971,2.0138616696501943,4.96982677877684,4.979173229281351,2.012841950918816,3.989461533942608
95,3.902984312518543,3.7768561784594072,3.0052977843990845,2.6045163256458457,3.604855615051318,4.224060611089326,2.709060301191503,3.6608303489733736,3.4981685166529637,3.8242881240671336,2.5070290482175404,3.6286796193979374,3.9048190586196707,2.952503956802292,3.926243004072356,3.3905606945759312,3.1637363368806697,3.038369580318049,3.6252549299735164,4.991006643128542,3.0228487678973623,4.964687380308371,3.969028347192086,3.82878403652494,2.6439820667922596,2.9225853438252023,3.3445527390585292,2.758034353196899,4.066232488398717,4.977656233173019,3.997254462930464,4.984459148135098,4.0008007737135465,3.0028962352024346
96,1.1571929916301305,1.3769539072156198,1.3571058305918826,1.7312034362822193,1.2159234017774356,1.723926008432885,1.5986309007462067,1.6500174797494358,1.5072812423910908,1.0988601530828264,1.4167728323862492,0.9221778858844056,2.250676328203175,1.1645478463655028,0.8876365763218165,1.9313904793848173,1.9069506793718585,0.45353707976989815,2.4893468298379426,1.254018822977705,1.0279655717140679,1.6758516898582994,2.4689384960471132,1.5244014119188047,0.6342875678988918,1.331010011258446,0.5970604335669814,1.660645887212718,1.4791045965015623,0.9974084172904972,1.0074290464042277,2.9769291959141575,1.0044816371892347,3.963264525971832
